case_id,case_name,pose_id,role,source_mode,rank,total_score,phosphate_electrostatic,base_stacking,metal_coordination,contact_count,clash_count,rmsd_to_reference,expected_contact_hit_fraction,top_aptamer_interactions
3sd3-thf-riboswitch,THF riboswitch bound to folinic acid (FFO),mode:1,reference,1,1,-8.023807,-0.021763,0.000000,0.000000,1596,21,0.000,0.175,phosphateElectrostatic A:101:N10#16 -> A:80:P#1707 5.45 A score -0.010 | phosphateElectrostatic A:101:C9#15 -> A:80:P#1707 4.96 A score -0.007 | phosphateElectrostatic A:101:C14#20 -> A:80:P#1707 5.25 A score -0.003 | baseStackingNearMiss C12#18 -> C2#905 plane 4.67 A lateral 8.34 A angle 32.5 deg fail lateral | baseStackingNearMiss C12#18 -> C8#1677 plane 4.42 A lateral 13.48 A angle 9.9 deg fail lateral
