phosphate_weight,base_stacking_weight,metal_coordination_weight,objective,top1_accuracy,mean_score_error,mean_expected_contact_hit_fraction,mean_expected_contact_specificity,mean_reference_best_decoy_margin,mean_decoy_margin_penalty,mean_threatening_decoy_clash_penalty,mean_active_aptamer_term_count,mean_reference_rank,case_summaries
-0.180000,-0.350000,-0.220000,0.393912,1.000000,0.450649,0.875,0.000,26.703579,0.000000,0.000000,2.000000,1.000000,t6-thrombin-vina:rank1:topmode:1:decoys0:margin0.000:contactSpec0.000:clashPen0.000 | 4q9r-spinach-2zy:rank1:topmode:1:decoys10:margin26.704:contactSpec0.000:clashPen0.000 | 1fmn-fmn-riboswitch:rank1:topmode:1:decoys0:margin0.000:contactSpec0.000:clashPen0.000 | 1fmn-fmn-riboswitch-mg:rank1:topmode:1:decoys0:margin0.000:contactSpec0.000:clashPen0.000
