phosphate_weight,ligand_phosphate_weight,base_stacking_weight,metal_coordination_weight,objective,mean_enrichment_auc,mean_enrichment_best_active_decoy_margin,enrichment_set_count,enrichment_active_count,enrichment_decoy_count,top1_accuracy,mean_score_error,mean_expected_contact_hit_fraction,mean_expected_contact_specificity,mean_top_pose_rmsd_to_reference,mean_best_decoy_rmsd_to_reference,mean_reference_best_decoy_margin,mean_decoy_margin_penalty,mean_threatening_decoy_clash_penalty,mean_active_aptamer_term_count,mean_reference_rank,case_summaries
-0.180000,-1.000000,-0.350000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605355,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-1.000000,-0.350000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605355,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-1.000000,-0.350000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605355,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.180000,-0.350000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.180000,-0.350000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.180000,-0.350000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.500000,-0.350000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.500000,-0.350000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.500000,-0.350000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-1.000000,-0.350000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-1.000000,-0.350000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-1.000000,-0.350000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605340,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.180000,-0.350000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.180000,-0.350000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.180000,-0.350000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.500000,-0.350000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.500000,-0.350000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.500000,-0.350000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-1.000000,-0.350000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-1.000000,-0.350000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-1.000000,-0.350000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.605320,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.605;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-0.180000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-0.180000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-0.180000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-0.500000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-0.500000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-0.500000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-1.000000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-1.000000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.080000,-1.000000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590278,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-0.180000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-0.180000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-0.180000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-0.500000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-0.500000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-0.500000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-1.000000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-1.000000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.120000,-1.000000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590268,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-0.180000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-0.180000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-0.180000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-0.500000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-0.500000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-0.500000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-1.000000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-1.000000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.180000,-1.000000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590253,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.180000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.180000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.180000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.500000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.500000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-0.500000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-1.000000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-1.000000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.240000,-1.000000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590238,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.180000,-0.500000,-0.100000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590219,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.180000,-0.500000,-0.220000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590219,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
-0.320000,-0.180000,-0.500000,-0.350000,0.450000,n/a,n/a,0,0,0,1.000000,0.000000,0.500,0.150,0.000,8.224,26.590219,0.000000,0.000000,2.000000,1.000000,case=4q9r-spinach-2zy;rank=1;top=mode:1;decoys=10;margin=26.590;topRMSD=0.000;bestDecoyRMSD=8.224;contactSpec=0.150;clashPen=0.000;enrichSets=0;enrichActive=0;enrichDecoy=0;enrichAUC=n/a;enrichMargin=n/a
